"exercicio";"uo_cod";"uo_desc";"fonte_cod";"fonte_desc";"loa";"loa_mais_credito";"empenhado";"pago"
2025;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"9202";"Transferência Constitucional do Fundo de Participação dos Estados e do Distrito Federal";2669254893;0;0;0
2025;"40101";"Ministério do Trabalho e Emprego - Administração Direta";"1084";"FGTS";39672407;195318463;192077527;192077527
2025;"24901";"Fundo Nacional de Desenvolvimento Científico e Tecnológico";"1101";"CT-Verde Amarelo (Programa de Estímulo à Interação Universidade-Empresa para o Apoio à Inovação) e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";477208066;467609237;467609237;370975774
2025;"74918";"Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE - MDR";"3114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";0;9225764;9225764;0
2025;"74917";"Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA - MDR";"1114";"Pesquisa, Desenvolvimento e Tecnologia de Interesse do Desenvolvimento Regional";5575227;5575227;0;0
2025;"26298";"Fundo Nacional de Desenvolvimento da Educação";"3014";"Recursos do Fundo Social Destinados à Educação Pública, com Prioridade para Educação Básica, e à Saúde";0;7059292901;7059292899;5750050502
2025;"42902";"Fundo Nacional de Cultura";"1135";"Recursos do FISTEL destinados ao FSA";24998115;24998115;0;0
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1097";"CT-Aeronáutico e Financiamentos Reembolsáveis, Subvenções Econômicas e Despesas Administrativas/Operacionais";401065446;301991822;301991822;301991822
2025;"73108";"Transferências Constitucionais - Recursos sob Supervisão do Ministério da Fazenda";"1201";"Transferência Constitucional do Fundo de Participação dos Municípios";237535191389;245240008054;234953821213;227361880524
2025;"74912";"Recursos sob Supervisão do Fundo Nacional de Cultura";"1029";"Fundo Setorial do Audiovisual – FSA, exceto recursos oriundos do FISTEL";2.66e+08;2.66e+08;2.66e+08;2.66e+08
2025;"74910";"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.";"1104";"CT-Infra e Financiamentos Reembolsáveis, Subvenções Econômicas, Despesas Administrativas/Operacionais e Ações Transversais";205524505;0;0;0
